Unnamed: 0,drug_a_name,drug_b_name,cell,synergy,drug1_db,drug2_db
GEMCITABINE_LAPATINIB_ES2,GEMCITABINE,LAPATINIB,ES2,-1.472393198,DB00441,DB01259
GEMCITABINE_LAPATINIB_HCT116,GEMCITABINE,LAPATINIB,HCT116,-8.649058637,DB00441,DB01259
GEMCITABINE_LAPATINIB_HT144,GEMCITABINE,LAPATINIB,HT144,-4.602845567,DB00441,DB01259
GEMCITABINE_LAPATINIB_HT29,GEMCITABINE,LAPATINIB,HT29,9.88583468,DB00441,DB01259
GEMCITABINE_LAPATINIB_KPL1,GEMCITABINE,LAPATINIB,KPL1,1.380723904,DB00441,DB01259
GEMCITABINE_LAPATINIB_LOVO,GEMCITABINE,LAPATINIB,LOVO,6.353203799,DB00441,DB01259
GEMCITABINE_LAPATINIB_MDAMB436,GEMCITABINE,LAPATINIB,MDAMB436,5.909631033,DB00441,DB01259
GEMCITABINE_LAPATINIB_NCIH1650,GEMCITABINE,LAPATINIB,NCIH1650,-11.35362209,DB00441,DB01259
GEMCITABINE_LAPATINIB_NCIH2122,GEMCITABINE,LAPATINIB,NCIH2122,12.55186826,DB00441,DB01259
GEMCITABINE_LAPATINIB_NCIH23,GEMCITABINE,LAPATINIB,NCIH23,-6.580298208,DB00441,DB01259
GEMCITABINE_LAPATINIB_NCIH460,GEMCITABINE,LAPATINIB,NCIH460,14.25550026,DB00441,DB01259
GEMCITABINE_LAPATINIB_NCIH520,GEMCITABINE,LAPATINIB,NCIH520,-5.060369967,DB00441,DB01259
GEMCITABINE_LAPATINIB_OV90,GEMCITABINE,LAPATINIB,OV90,5.008851986,DB00441,DB01259
GEMCITABINE_LAPATINIB_RKO,GEMCITABINE,LAPATINIB,RKO,-14.44743869,DB00441,DB01259
GEMCITABINE_LAPATINIB_RPMI7951,GEMCITABINE,LAPATINIB,RPMI7951,-13.00521455,DB00441,DB01259
GEMCITABINE_LAPATINIB_SKMEL30,GEMCITABINE,LAPATINIB,SKMEL30,0.27939977,DB00441,DB01259
GEMCITABINE_LAPATINIB_SKMES1,GEMCITABINE,LAPATINIB,SKMES1,-26.9290907,DB00441,DB01259
GEMCITABINE_LAPATINIB_SKOV3,GEMCITABINE,LAPATINIB,SKOV3,-7.767956137,DB00441,DB01259
GEMCITABINE_LAPATINIB_SW620,GEMCITABINE,LAPATINIB,SW620,-2.72336563,DB00441,DB01259
GEMCITABINE_LAPATINIB_SW837,GEMCITABINE,LAPATINIB,SW837,26.60538983,DB00441,DB01259
GEMCITABINE_LAPATINIB_T47D,GEMCITABINE,LAPATINIB,T47D,-1.186160316,DB00441,DB01259
GEMCITABINE_LAPATINIB_UACC62,GEMCITABINE,LAPATINIB,UACC62,5.584013192,DB00441,DB01259
GEMCITABINE_LAPATINIB_VCAP,GEMCITABINE,LAPATINIB,VCAP,9.710091887,DB00441,DB01259
GEMCITABINE_LAPATINIB_ZR751,GEMCITABINE,LAPATINIB,ZR751,26.6270347,DB00441,DB01259
GEMCITABINE_SORAFENIB_A2058,GEMCITABINE,SORAFENIB,A2058,-15.01487906,DB00441,DB00398
GEMCITABINE_SORAFENIB_A2780,GEMCITABINE,SORAFENIB,A2780,-4.122040298,DB00441,DB00398
GEMCITABINE_SORAFENIB_A375,GEMCITABINE,SORAFENIB,A375,-9.569470742,DB00441,DB00398
GEMCITABINE_SORAFENIB_CAOV3,GEMCITABINE,SORAFENIB,CAOV3,-2.155585694,DB00441,DB00398
GEMCITABINE_SORAFENIB_DLD1,GEMCITABINE,SORAFENIB,DLD1,-0.585411063,DB00441,DB00398
GEMCITABINE_SORAFENIB_ES2,GEMCITABINE,SORAFENIB,ES2,-5.783337109,DB00441,DB00398
GEMCITABINE_SORAFENIB_HCT116,GEMCITABINE,SORAFENIB,HCT116,-15.56851091,DB00441,DB00398
GEMCITABINE_SORAFENIB_HT144,GEMCITABINE,SORAFENIB,HT144,-1.643253355,DB00441,DB00398
GEMCITABINE_SORAFENIB_HT29,GEMCITABINE,SORAFENIB,HT29,-6.00766169,DB00441,DB00398
GEMCITABINE_SORAFENIB_KPL1,GEMCITABINE,SORAFENIB,KPL1,-0.330983938,DB00441,DB00398
GEMCITABINE_SORAFENIB_LOVO,GEMCITABINE,SORAFENIB,LOVO,-10.47691726,DB00441,DB00398
GEMCITABINE_SORAFENIB_MDAMB436,GEMCITABINE,SORAFENIB,MDAMB436,-5.913654221,DB00441,DB00398
GEMCITABINE_SORAFENIB_NCIH1650,GEMCITABINE,SORAFENIB,NCIH1650,-15.2752202,DB00441,DB00398
GEMCITABINE_SORAFENIB_NCIH2122,GEMCITABINE,SORAFENIB,NCIH2122,-6.312209358,DB00441,DB00398
GEMCITABINE_SORAFENIB_NCIH23,GEMCITABINE,SORAFENIB,NCIH23,-13.32617529,DB00441,DB00398
GEMCITABINE_SORAFENIB_NCIH460,GEMCITABINE,SORAFENIB,NCIH460,-9.003345474,DB00441,DB00398
GEMCITABINE_SORAFENIB_NCIH520,GEMCITABINE,SORAFENIB,NCIH520,-7.916794422,DB00441,DB00398
GEMCITABINE_SORAFENIB_OV90,GEMCITABINE,SORAFENIB,OV90,-4.717325659,DB00441,DB00398
GEMCITABINE_SORAFENIB_RKO,GEMCITABINE,SORAFENIB,RKO,-14.62201961,DB00441,DB00398
GEMCITABINE_SORAFENIB_RPMI7951,GEMCITABINE,SORAFENIB,RPMI7951,-9.014379299,DB00441,DB00398
GEMCITABINE_SORAFENIB_SKMEL30,GEMCITABINE,SORAFENIB,SKMEL30,-5.29193947,DB00441,DB00398
GEMCITABINE_SORAFENIB_SKMES1,GEMCITABINE,SORAFENIB,SKMES1,-20.09649317,DB00441,DB00398
GEMCITABINE_SORAFENIB_SKOV3,GEMCITABINE,SORAFENIB,SKOV3,-10.27728917,DB00441,DB00398
GEMCITABINE_SORAFENIB_SW620,GEMCITABINE,SORAFENIB,SW620,-5.832301981,DB00441,DB00398
GEMCITABINE_SORAFENIB_SW837,GEMCITABINE,SORAFENIB,SW837,0.274292736,DB00441,DB00398
GEMCITABINE_SORAFENIB_T47D,GEMCITABINE,SORAFENIB,T47D,-11.98307103,DB00441,DB00398
GEMCITABINE_SORAFENIB_UACC62,GEMCITABINE,SORAFENIB,UACC62,-6.680600519,DB00441,DB00398
GEMCITABINE_SORAFENIB_VCAP,GEMCITABINE,SORAFENIB,VCAP,-12.9885297,DB00441,DB00398
GEMCITABINE_SORAFENIB_ZR751,GEMCITABINE,SORAFENIB,ZR751,-3.931701463,DB00441,DB00398
GEMCITABINE_SUNITINIB_A2058,GEMCITABINE,SUNITINIB,A2058,-2.477987643,DB00441,DB01268
GEMCITABINE_SUNITINIB_A2780,GEMCITABINE,SUNITINIB,A2780,-0.249562704,DB00441,DB01268
GEMCITABINE_SUNITINIB_A375,GEMCITABINE,SUNITINIB,A375,-8.207621408,DB00441,DB01268
GEMCITABINE_SUNITINIB_CAOV3,GEMCITABINE,SUNITINIB,CAOV3,0.213287109,DB00441,DB01268
GEMCITABINE_SUNITINIB_DLD1,GEMCITABINE,SUNITINIB,DLD1,-1.472377662,DB00441,DB01268
GEMCITABINE_SUNITINIB_ES2,GEMCITABINE,SUNITINIB,ES2,2.899161373,DB00441,DB01268
GEMCITABINE_SUNITINIB_HCT116,GEMCITABINE,SUNITINIB,HCT116,-12.39222046,DB00441,DB01268
GEMCITABINE_SUNITINIB_HT144,GEMCITABINE,SUNITINIB,HT144,1.736908256,DB00441,DB01268
GEMCITABINE_SUNITINIB_HT29,GEMCITABINE,SUNITINIB,HT29,0.768577747,DB00441,DB01268
GEMCITABINE_SUNITINIB_KPL1,GEMCITABINE,SUNITINIB,KPL1,4.235395687,DB00441,DB01268
GEMCITABINE_SUNITINIB_LOVO,GEMCITABINE,SUNITINIB,LOVO,-4.24258743,DB00441,DB01268
GEMCITABINE_SUNITINIB_MDAMB436,GEMCITABINE,SUNITINIB,MDAMB436,4.186042124,DB00441,DB01268
GEMCITABINE_SUNITINIB_NCIH1650,GEMCITABINE,SUNITINIB,NCIH1650,1.627152238,DB00441,DB01268
GEMCITABINE_SUNITINIB_NCIH2122,GEMCITABINE,SUNITINIB,NCIH2122,1.583150597,DB00441,DB01268
GEMCITABINE_SUNITINIB_NCIH23,GEMCITABINE,SUNITINIB,NCIH23,-8.306713763,DB00441,DB01268
GEMCITABINE_SUNITINIB_NCIH460,GEMCITABINE,SUNITINIB,NCIH460,9.036465276,DB00441,DB01268
GEMCITABINE_SUNITINIB_NCIH520,GEMCITABINE,SUNITINIB,NCIH520,-7.465748562,DB00441,DB01268
GEMCITABINE_SUNITINIB_OV90,GEMCITABINE,SUNITINIB,OV90,0.037856123,DB00441,DB01268
GEMCITABINE_SUNITINIB_RKO,GEMCITABINE,SUNITINIB,RKO,-10.73297334,DB00441,DB01268
GEMCITABINE_SUNITINIB_RPMI7951,GEMCITABINE,SUNITINIB,RPMI7951,-1.115542454,DB00441,DB01268
GEMCITABINE_SUNITINIB_SKMEL30,GEMCITABINE,SUNITINIB,SKMEL30,9.638251347,DB00441,DB01268
GEMCITABINE_SUNITINIB_SKMES1,GEMCITABINE,SUNITINIB,SKMES1,-14.02290451,DB00441,DB01268
GEMCITABINE_SUNITINIB_SKOV3,GEMCITABINE,SUNITINIB,SKOV3,-4.228908926,DB00441,DB01268
GEMCITABINE_SUNITINIB_SW620,GEMCITABINE,SUNITINIB,SW620,-1.337534753,DB00441,DB01268
GEMCITABINE_SUNITINIB_SW837,GEMCITABINE,SUNITINIB,SW837,1.354809879,DB00441,DB01268
GEMCITABINE_SUNITINIB_T47D,GEMCITABINE,SUNITINIB,T47D,-10.59709445,DB00441,DB01268
GEMCITABINE_SUNITINIB_UACC62,GEMCITABINE,SUNITINIB,UACC62,5.268252502,DB00441,DB01268
GEMCITABINE_SUNITINIB_VCAP,GEMCITABINE,SUNITINIB,VCAP,-3.732798273,DB00441,DB01268
GEMCITABINE_SUNITINIB_ZR751,GEMCITABINE,SUNITINIB,ZR751,5.072180688,DB00441,DB01268
LAPATINIB_ABT-888_A2058,LAPATINIB,ABT-888,A2058,7.032753472,DB01259,DB07232
LAPATINIB_ABT-888_A2780,LAPATINIB,ABT-888,A2780,10.61314841,DB01259,DB07232
LAPATINIB_ABT-888_A375,LAPATINIB,ABT-888,A375,-6.035658691,DB01259,DB07232
LAPATINIB_ABT-888_CAOV3,LAPATINIB,ABT-888,CAOV3,11.52020438,DB01259,DB07232
LAPATINIB_ABT-888_DLD1,LAPATINIB,ABT-888,DLD1,-3.251667929,DB01259,DB07232
LAPATINIB_ABT-888_ES2,LAPATINIB,ABT-888,ES2,-7.943806987,DB01259,DB07232
LAPATINIB_ABT-888_HCT116,LAPATINIB,ABT-888,HCT116,-1.095866984,DB01259,DB07232
LAPATINIB_ABT-888_HT144,LAPATINIB,ABT-888,HT144,-0.460428777,DB01259,DB07232
LAPATINIB_ABT-888_HT29,LAPATINIB,ABT-888,HT29,7.880887909,DB01259,DB07232
LAPATINIB_ABT-888_KPL1,LAPATINIB,ABT-888,KPL1,8.195289793,DB01259,DB07232
LAPATINIB_ABT-888_LOVO,LAPATINIB,ABT-888,LOVO,15.54487629,DB01259,DB07232
LAPATINIB_ABT-888_MDAMB436,LAPATINIB,ABT-888,MDAMB436,4.541351056,DB01259,DB07232
LAPATINIB_ABT-888_NCIH1650,LAPATINIB,ABT-888,NCIH1650,-5.201896963,DB01259,DB07232
LAPATINIB_ABT-888_NCIH2122,LAPATINIB,ABT-888,NCIH2122,-4.884717761,DB01259,DB07232
LAPATINIB_ABT-888_NCIH23,LAPATINIB,ABT-888,NCIH23,4.89959405,DB01259,DB07232
LAPATINIB_ABT-888_NCIH460,LAPATINIB,ABT-888,NCIH460,-10.78556992,DB01259,DB07232
LAPATINIB_ABT-888_NCIH520,LAPATINIB,ABT-888,NCIH520,-5.878398637,DB01259,DB07232
LAPATINIB_ABT-888_OV90,LAPATINIB,ABT-888,OV90,-13.16172721,DB01259,DB07232
LAPATINIB_ABT-888_RKO,LAPATINIB,ABT-888,RKO,-4.094263427,DB01259,DB07232
LAPATINIB_ABT-888_RPMI7951,LAPATINIB,ABT-888,RPMI7951,-10.37644078,DB01259,DB07232
LAPATINIB_ABT-888_SKMEL30,LAPATINIB,ABT-888,SKMEL30,-9.090825843,DB01259,DB07232
LAPATINIB_ABT-888_SKMES1,LAPATINIB,ABT-888,SKMES1,-2.874003765,DB01259,DB07232
LAPATINIB_ABT-888_SKOV3,LAPATINIB,ABT-888,SKOV3,0.91944035,DB01259,DB07232
LAPATINIB_ABT-888_SW620,LAPATINIB,ABT-888,SW620,-9.000071112,DB01259,DB07232
LAPATINIB_ABT-888_SW837,LAPATINIB,ABT-888,SW837,-8.342002168,DB01259,DB07232
LAPATINIB_ABT-888_T47D,LAPATINIB,ABT-888,T47D,2.495023528,DB01259,DB07232
LAPATINIB_ABT-888_UACC62,LAPATINIB,ABT-888,UACC62,0.846035339,DB01259,DB07232
LAPATINIB_ABT-888_VCAP,LAPATINIB,ABT-888,VCAP,-10.66114851,DB01259,DB07232
LAPATINIB_ABT-888_ZR751,LAPATINIB,ABT-888,ZR751,7.759364905,DB01259,DB07232
LAPATINIB_BORTEZOMIB_A2058,LAPATINIB,BORTEZOMIB,A2058,14.51043817,DB01259,DB00188
LAPATINIB_BORTEZOMIB_A2780,LAPATINIB,BORTEZOMIB,A2780,-12.13421033,DB01259,DB00188
LAPATINIB_BORTEZOMIB_A375,LAPATINIB,BORTEZOMIB,A375,39.59126666,DB01259,DB00188
LAPATINIB_BORTEZOMIB_CAOV3,LAPATINIB,BORTEZOMIB,CAOV3,-12.43898045,DB01259,DB00188
LAPATINIB_BORTEZOMIB_DLD1,LAPATINIB,BORTEZOMIB,DLD1,28.23043223,DB01259,DB00188
LAPATINIB_BORTEZOMIB_ES2,LAPATINIB,BORTEZOMIB,ES2,21.17143461,DB01259,DB00188
LAPATINIB_BORTEZOMIB_HCT116,LAPATINIB,BORTEZOMIB,HCT116,13.10318378,DB01259,DB00188
LAPATINIB_BORTEZOMIB_HT144,LAPATINIB,BORTEZOMIB,HT144,-3.60501032,DB01259,DB00188
LAPATINIB_BORTEZOMIB_HT29,LAPATINIB,BORTEZOMIB,HT29,-12.78628716,DB01259,DB00188
LAPATINIB_BORTEZOMIB_KPL1,LAPATINIB,BORTEZOMIB,KPL1,8.943650463,DB01259,DB00188
LAPATINIB_BORTEZOMIB_LOVO,LAPATINIB,BORTEZOMIB,LOVO,18.27788586,DB01259,DB00188
LAPATINIB_BORTEZOMIB_MDAMB436,LAPATINIB,BORTEZOMIB,MDAMB436,-5.410437602,DB01259,DB00188
LAPATINIB_BORTEZOMIB_NCIH1650,LAPATINIB,BORTEZOMIB,NCIH1650,-8.691837936,DB01259,DB00188
LAPATINIB_BORTEZOMIB_NCIH2122,LAPATINIB,BORTEZOMIB,NCIH2122,7.93678324,DB01259,DB00188
LAPATINIB_BORTEZOMIB_NCIH23,LAPATINIB,BORTEZOMIB,NCIH23,0.803290901,DB01259,DB00188
LAPATINIB_BORTEZOMIB_NCIH460,LAPATINIB,BORTEZOMIB,NCIH460,25.68289027,DB01259,DB00188
LAPATINIB_BORTEZOMIB_NCIH520,LAPATINIB,BORTEZOMIB,NCIH520,-29.87570849,DB01259,DB00188
LAPATINIB_BORTEZOMIB_OV90,LAPATINIB,BORTEZOMIB,OV90,-7.71014063,DB01259,DB00188
LAPATINIB_BORTEZOMIB_RKO,LAPATINIB,BORTEZOMIB,RKO,20.10118152,DB01259,DB00188
LAPATINIB_BORTEZOMIB_RPMI7951,LAPATINIB,BORTEZOMIB,RPMI7951,-6.286297355,DB01259,DB00188
LAPATINIB_BORTEZOMIB_SKMEL30,LAPATINIB,BORTEZOMIB,SKMEL30,6.517021054,DB01259,DB00188
LAPATINIB_BORTEZOMIB_SKMES1,LAPATINIB,BORTEZOMIB,SKMES1,-10.95308482,DB01259,DB00188
LAPATINIB_BORTEZOMIB_SKOV3,LAPATINIB,BORTEZOMIB,SKOV3,21.39649925,DB01259,DB00188
LAPATINIB_BORTEZOMIB_SW620,LAPATINIB,BORTEZOMIB,SW620,17.70385132,DB01259,DB00188
LAPATINIB_BORTEZOMIB_SW837,LAPATINIB,BORTEZOMIB,SW837,17.02366383,DB01259,DB00188
LAPATINIB_BORTEZOMIB_T47D,LAPATINIB,BORTEZOMIB,T47D,-31.40365846,DB01259,DB00188
LAPATINIB_BORTEZOMIB_UACC62,LAPATINIB,BORTEZOMIB,UACC62,-6.720768094,DB01259,DB00188
LAPATINIB_BORTEZOMIB_VCAP,LAPATINIB,BORTEZOMIB,VCAP,12.09875294,DB01259,DB00188
LAPATINIB_BORTEZOMIB_ZR751,LAPATINIB,BORTEZOMIB,ZR751,16.20883711,DB01259,DB00188
LAPATINIB_DASATINIB_A2058,LAPATINIB,DASATINIB,A2058,53.53442452,DB01259,DB01254
LAPATINIB_DASATINIB_A2780,LAPATINIB,DASATINIB,A2780,71.40143393,DB01259,DB01254
LAPATINIB_DASATINIB_A375,LAPATINIB,DASATINIB,A375,-13.9892057,DB01259,DB01254
LAPATINIB_DASATINIB_CAOV3,LAPATINIB,DASATINIB,CAOV3,32.00802324,DB01259,DB01254
LAPATINIB_DASATINIB_DLD1,LAPATINIB,DASATINIB,DLD1,66.07178033,DB01259,DB01254
LAPATINIB_DASATINIB_ES2,LAPATINIB,DASATINIB,ES2,-1.374290019,DB01259,DB01254
LAPATINIB_DASATINIB_HCT116,LAPATINIB,DASATINIB,HCT116,-31.34199924,DB01259,DB01254
LAPATINIB_DASATINIB_HT144,LAPATINIB,DASATINIB,HT144,-39.72188641,DB01259,DB01254
LAPATINIB_DASATINIB_HT29,LAPATINIB,DASATINIB,HT29,28.12888562,DB01259,DB01254
LAPATINIB_DASATINIB_KPL1,LAPATINIB,DASATINIB,KPL1,10.56485924,DB01259,DB01254
LAPATINIB_DASATINIB_LOVO,LAPATINIB,DASATINIB,LOVO,56.42162425,DB01259,DB01254
LAPATINIB_DASATINIB_MDAMB436,LAPATINIB,DASATINIB,MDAMB436,12.41488346,DB01259,DB01254
LAPATINIB_DASATINIB_NCIH1650,LAPATINIB,DASATINIB,NCIH1650,65.81115397,DB01259,DB01254
LAPATINIB_DASATINIB_NCIH2122,LAPATINIB,DASATINIB,NCIH2122,-29.73167278,DB01259,DB01254
LAPATINIB_DASATINIB_NCIH23,LAPATINIB,DASATINIB,NCIH23,2.494787665,DB01259,DB01254
LAPATINIB_DASATINIB_NCIH460,LAPATINIB,DASATINIB,NCIH460,-15.60596566,DB01259,DB01254
LAPATINIB_DASATINIB_NCIH520,LAPATINIB,DASATINIB,NCIH520,33.93364817,DB01259,DB01254
LAPATINIB_DASATINIB_OV90,LAPATINIB,DASATINIB,OV90,9.361981644,DB01259,DB01254
LAPATINIB_DASATINIB_RKO,LAPATINIB,DASATINIB,RKO,5.484819184,DB01259,DB01254
LAPATINIB_DASATINIB_RPMI7951,LAPATINIB,DASATINIB,RPMI7951,22.39081299,DB01259,DB01254
LAPATINIB_DASATINIB_SKMEL30,LAPATINIB,DASATINIB,SKMEL30,2.165514207,DB01259,DB01254
LAPATINIB_DASATINIB_SKMES1,LAPATINIB,DASATINIB,SKMES1,63.11185705,DB01259,DB01254
LAPATINIB_DASATINIB_SKOV3,LAPATINIB,DASATINIB,SKOV3,58.86214748,DB01259,DB01254
LAPATINIB_DASATINIB_SW620,LAPATINIB,DASATINIB,SW620,-1.563471377,DB01259,DB01254
LAPATINIB_DASATINIB_SW837,LAPATINIB,DASATINIB,SW837,83.53453831,DB01259,DB01254
LAPATINIB_DASATINIB_T47D,LAPATINIB,DASATINIB,T47D,31.24126538,DB01259,DB01254
LAPATINIB_DASATINIB_UACC62,LAPATINIB,DASATINIB,UACC62,2.348880982,DB01259,DB01254
LAPATINIB_DASATINIB_VCAP,LAPATINIB,DASATINIB,VCAP,15.68899177,DB01259,DB01254
LAPATINIB_DASATINIB_ZR751,LAPATINIB,DASATINIB,ZR751,-34.48491869,DB01259,DB01254
LAPATINIB_ERLOTINIB_A2058,LAPATINIB,ERLOTINIB,A2058,-1.774548906,DB01259,DB00530
LAPATINIB_ERLOTINIB_A2780,LAPATINIB,ERLOTINIB,A2780,-0.347064384,DB01259,DB00530
LAPATINIB_ERLOTINIB_A375,LAPATINIB,ERLOTINIB,A375,-3.204359126,DB01259,DB00530
LAPATINIB_ERLOTINIB_CAOV3,LAPATINIB,ERLOTINIB,CAOV3,2.85495807,DB01259,DB00530
LAPATINIB_ERLOTINIB_DLD1,LAPATINIB,ERLOTINIB,DLD1,19.98339094,DB01259,DB00530
LAPATINIB_ERLOTINIB_ES2,LAPATINIB,ERLOTINIB,ES2,-13.64427468,DB01259,DB00530
LAPATINIB_ERLOTINIB_HCT116,LAPATINIB,ERLOTINIB,HCT116,10.30835309,DB01259,DB00530
LAPATINIB_ERLOTINIB_HT144,LAPATINIB,ERLOTINIB,HT144,-15.05091041,DB01259,DB00530
LAPATINIB_ERLOTINIB_HT29,LAPATINIB,ERLOTINIB,HT29,-2.205114705,DB01259,DB00530
LAPATINIB_ERLOTINIB_KPL1,LAPATINIB,ERLOTINIB,KPL1,-24.76739823,DB01259,DB00530
LAPATINIB_ERLOTINIB_LOVO,LAPATINIB,ERLOTINIB,LOVO,-4.665475423,DB01259,DB00530
LAPATINIB_ERLOTINIB_MDAMB436,LAPATINIB,ERLOTINIB,MDAMB436,-16.1682116,DB01259,DB00530
LAPATINIB_ERLOTINIB_NCIH1650,LAPATINIB,ERLOTINIB,NCIH1650,-7.657791181,DB01259,DB00530
LAPATINIB_ERLOTINIB_NCIH2122,LAPATINIB,ERLOTINIB,NCIH2122,14.59747946,DB01259,DB00530
LAPATINIB_ERLOTINIB_NCIH23,LAPATINIB,ERLOTINIB,NCIH23,-11.44323053,DB01259,DB00530
LAPATINIB_ERLOTINIB_NCIH460,LAPATINIB,ERLOTINIB,NCIH460,-2.923749962,DB01259,DB00530
LAPATINIB_ERLOTINIB_NCIH520,LAPATINIB,ERLOTINIB,NCIH520,15.13860485,DB01259,DB00530
LAPATINIB_ERLOTINIB_OV90,LAPATINIB,ERLOTINIB,OV90,-12.99893615,DB01259,DB00530
LAPATINIB_ERLOTINIB_RKO,LAPATINIB,ERLOTINIB,RKO,-12.15049207,DB01259,DB00530
LAPATINIB_ERLOTINIB_RPMI7951,LAPATINIB,ERLOTINIB,RPMI7951,-3.108947091,DB01259,DB00530
LAPATINIB_ERLOTINIB_SKMEL30,LAPATINIB,ERLOTINIB,SKMEL30,-3.976502396,DB01259,DB00530
LAPATINIB_ERLOTINIB_SKMES1,LAPATINIB,ERLOTINIB,SKMES1,5.553666539,DB01259,DB00530
LAPATINIB_ERLOTINIB_SKOV3,LAPATINIB,ERLOTINIB,SKOV3,17.62170677,DB01259,DB00530
LAPATINIB_ERLOTINIB_SW620,LAPATINIB,ERLOTINIB,SW620,-16.44658521,DB01259,DB00530
LAPATINIB_ERLOTINIB_SW837,LAPATINIB,ERLOTINIB,SW837,2.413811525,DB01259,DB00530
LAPATINIB_ERLOTINIB_T47D,LAPATINIB,ERLOTINIB,T47D,-14.77734431,DB01259,DB00530
LAPATINIB_ERLOTINIB_UACC62,LAPATINIB,ERLOTINIB,UACC62,10.59909239,DB01259,DB00530
LAPATINIB_ERLOTINIB_VCAP,LAPATINIB,ERLOTINIB,VCAP,2.482818371,DB01259,DB00530
LAPATINIB_ERLOTINIB_ZR751,LAPATINIB,ERLOTINIB,ZR751,5.755798996,DB01259,DB00530
LAPATINIB_GELDANAMYCIN_A2058,LAPATINIB,GELDANAMYCIN,A2058,12.54747684,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_A2780,LAPATINIB,GELDANAMYCIN,A2780,-3.912435035,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_A375,LAPATINIB,GELDANAMYCIN,A375,27.08658231,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_CAOV3,LAPATINIB,GELDANAMYCIN,CAOV3,35.02468846,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_DLD1,LAPATINIB,GELDANAMYCIN,DLD1,47.57326123,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_ES2,LAPATINIB,GELDANAMYCIN,ES2,18.56868889,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_HCT116,LAPATINIB,GELDANAMYCIN,HCT116,21.1635913,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_HT144,LAPATINIB,GELDANAMYCIN,HT144,20.26459264,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_HT29,LAPATINIB,GELDANAMYCIN,HT29,1.14920938,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_KPL1,LAPATINIB,GELDANAMYCIN,KPL1,18.49164478,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_LOVO,LAPATINIB,GELDANAMYCIN,LOVO,13.6084643,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_MDAMB436,LAPATINIB,GELDANAMYCIN,MDAMB436,22.68989272,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_NCIH1650,LAPATINIB,GELDANAMYCIN,NCIH1650,16.77677375,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_NCIH2122,LAPATINIB,GELDANAMYCIN,NCIH2122,17.83769306,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_NCIH23,LAPATINIB,GELDANAMYCIN,NCIH23,-2.922766874,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_NCIH460,LAPATINIB,GELDANAMYCIN,NCIH460,26.78545932,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_NCIH520,LAPATINIB,GELDANAMYCIN,NCIH520,4.392297399,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_OV90,LAPATINIB,GELDANAMYCIN,OV90,-0.302756386,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_RKO,LAPATINIB,GELDANAMYCIN,RKO,13.58970064,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_RPMI7951,LAPATINIB,GELDANAMYCIN,RPMI7951,-12.92158619,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_SKMEL30,LAPATINIB,GELDANAMYCIN,SKMEL30,8.471224684,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_SKMES1,LAPATINIB,GELDANAMYCIN,SKMES1,29.11162784,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_SKOV3,LAPATINIB,GELDANAMYCIN,SKOV3,11.85091464,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_SW620,LAPATINIB,GELDANAMYCIN,SW620,-5.016191488,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_SW837,LAPATINIB,GELDANAMYCIN,SW837,21.71429178,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_T47D,LAPATINIB,GELDANAMYCIN,T47D,-31.4758658,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_UACC62,LAPATINIB,GELDANAMYCIN,UACC62,14.61320663,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_VCAP,LAPATINIB,GELDANAMYCIN,VCAP,21.86875611,DB01259,DB02424
LAPATINIB_GELDANAMYCIN_ZR751,LAPATINIB,GELDANAMYCIN,ZR751,-0.09687073,DB01259,DB02424
LAPATINIB_SN-38_A2058,LAPATINIB,SN-38,A2058,22.20324316,DB01259,DB05482
LAPATINIB_SN-38_A2780,LAPATINIB,SN-38,A2780,42.90929646,DB01259,DB05482
LAPATINIB_SN-38_A375,LAPATINIB,SN-38,A375,26.18976309,DB01259,DB05482
LAPATINIB_SN-38_CAOV3,LAPATINIB,SN-38,CAOV3,31.47119412,DB01259,DB05482
LAPATINIB_SN-38_DLD1,LAPATINIB,SN-38,DLD1,25.03004031,DB01259,DB05482
