GeneSym,source_desc,protein,cell,Tissue,target_id,weight
PQBP1,na,10084,RPMI8226,haematopoietic and lymphoid tissue,-666,1
NAPG,na,8774,RPMI8226,haematopoietic and lymphoid tissue,-666,1
ENO3,na,2027,RPMI8226,haematopoietic and lymphoid tissue,-666,1
REPS2,na,9185,RPMI8226,haematopoietic and lymphoid tissue,-666,1
DOK6,na,220164,RPMI8226,haematopoietic and lymphoid tissue,-666,1
SNCAIP,na,9627,RPMI8226,haematopoietic and lymphoid tissue,-666,1
PEX5L,na,51555,RPMI8226,haematopoietic and lymphoid tissue,-666,1
PCP4,na,5121,RPMI8226,haematopoietic and lymphoid tissue,-666,1
CCDC112,na,153733,RPMI8226,haematopoietic and lymphoid tissue,-666,1
GRIA4,na,2893,RPMI8226,haematopoietic and lymphoid tissue,-666,1
LINC00588,na,26138,RPMI8226,haematopoietic and lymphoid tissue,-666,1
SNN,na,8303,RPMI8226,haematopoietic and lymphoid tissue,-666,1
EDA,na,1896,RPMI8226,haematopoietic and lymphoid tissue,-666,1
SLC16A10,na,117247,RPMI8226,haematopoietic and lymphoid tissue,-666,1
TEX9,na,374618,RPMI8226,haematopoietic and lymphoid tissue,-666,1
MIB1,na,57534,RPMI8226,haematopoietic and lymphoid tissue,-666,1
KRTAP3-2,na,83897,RPMI8226,haematopoietic and lymphoid tissue,-666,1
KRT40,na,125115,RPMI8226,haematopoietic and lymphoid tissue,-666,1
FAAH2,na,158584,RPMI8226,haematopoietic and lymphoid tissue,-666,1
CGNL1,na,84952,RPMI8226,haematopoietic and lymphoid tissue,-666,1
LECT1,na,11061,RPMI8226,haematopoietic and lymphoid tissue,-666,1
PDIA2,na,64714,RPMI8226,haematopoietic and lymphoid tissue,-666,1
FOXP2,na,93986,RPMI8226,haematopoietic and lymphoid tissue,-666,1
ZNF680,na,340252,RPMI8226,haematopoietic and lymphoid tissue,-666,1
ST6GAL2,na,84620,RPMI8226,haematopoietic and lymphoid tissue,-666,1
MYL1,na,4632,RPMI8226,haematopoietic and lymphoid tissue,-666,1
ALG3,na,10195,RPMI8226,haematopoietic and lymphoid tissue,-666,1
DPP7,na,29952,RPMI8226,haematopoietic and lymphoid tissue,-666,1
SETD6,na,79918,RPMI8226,haematopoietic and lymphoid tissue,-666,1
MORC1,na,27136,RPMI8226,haematopoietic and lymphoid tissue,-666,1
ENKD1,na,84080,RPMI8226,haematopoietic and lymphoid tissue,-666,1
ADH1B,na,125,HL60,haematopoietic and lymphoid tissue,-666,1
ANPEP,na,290,HL60,haematopoietic and lymphoid tissue,-666,1
LHCGR,na,3973,HL60,haematopoietic and lymphoid tissue,-666,1
TGFBRAP1,na,9392,HL60,haematopoietic and lymphoid tissue,-666,1
AHRR,na,57491,HL60,haematopoietic and lymphoid tissue,-666,1
LPCAT2,na,54947,HL60,haematopoietic and lymphoid tissue,-666,1
CLN6,na,54982,HL60,haematopoietic and lymphoid tissue,-666,1
ACAD9,na,28976,HL60,haematopoietic and lymphoid tissue,-666,1
IMPACT,na,55364,HL60,haematopoietic and lymphoid tissue,-666,1
POLL,na,27343,HL60,haematopoietic and lymphoid tissue,-666,1
SKI,na,6497,HL60,haematopoietic and lymphoid tissue,-666,1
TET2,na,54790,HL60,haematopoietic and lymphoid tissue,-666,1
B4GALT5,na,9334,HL60,haematopoietic and lymphoid tissue,-666,1
POMT1,na,10585,HL60,haematopoietic and lymphoid tissue,-666,1
MAFK,na,7975,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF90,na,7643,HL60,haematopoietic and lymphoid tissue,-666,1
ARG1,na,383,HL60,haematopoietic and lymphoid tissue,-666,1
TNMD,na,64102,HL60,haematopoietic and lymphoid tissue,-666,1
GPATCH1,na,55094,HL60,haematopoietic and lymphoid tissue,-666,1
KRT35,na,3886,HL60,haematopoietic and lymphoid tissue,-666,1
GGA3,na,23163,HL60,haematopoietic and lymphoid tissue,-666,1
GRB2,na,2885,HL60,haematopoietic and lymphoid tissue,-666,1
DUS1L,na,64118,HL60,haematopoietic and lymphoid tissue,-666,1
P4HB,na,5034,HL60,haematopoietic and lymphoid tissue,-666,1
SIRT7,na,51547,HL60,haematopoietic and lymphoid tissue,-666,1
CHID1,na,66005,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF830,na,91603,HL60,haematopoietic and lymphoid tissue,-666,1
MED24,na,9862,HL60,haematopoietic and lymphoid tissue,-666,1
KIAA0100,na,9703,HL60,haematopoietic and lymphoid tissue,-666,1
PHF12,na,57649,HL60,haematopoietic and lymphoid tissue,-666,1
AARSD1,na,80755,HL60,haematopoietic and lymphoid tissue,-666,1
ATXN7L3,na,56970,HL60,haematopoietic and lymphoid tissue,-666,1
DOPEY2,na,9980,HL60,haematopoietic and lymphoid tissue,-666,1
SMARCD2,na,6603,HL60,haematopoietic and lymphoid tissue,-666,1
MROH6,na,642475,HL60,haematopoietic and lymphoid tissue,-666,1
CORO2A,na,7464,HL60,haematopoietic and lymphoid tissue,-666,1
LRP3,na,4037,HL60,haematopoietic and lymphoid tissue,-666,1
GRAMD4,na,23151,HL60,haematopoietic and lymphoid tissue,-666,1
RALGAPA2,na,57186,HL60,haematopoietic and lymphoid tissue,-666,1
SLC35C2,na,51006,HL60,haematopoietic and lymphoid tissue,-666,1
DNAJC5,na,80331,HL60,haematopoietic and lymphoid tissue,-666,1
INTS6,na,26512,HL60,haematopoietic and lymphoid tissue,-666,1
NUFIP1,na,26747,HL60,haematopoietic and lymphoid tissue,-666,1
CARS2,na,79587,HL60,haematopoietic and lymphoid tissue,-666,1
TPP2,na,7174,HL60,haematopoietic and lymphoid tissue,-666,1
ITPA,na,3704,HL60,haematopoietic and lymphoid tissue,-666,1
SLX4IP,na,128710,HL60,haematopoietic and lymphoid tissue,-666,1
THRA,na,7067,HL60,haematopoietic and lymphoid tissue,-666,1
TESC,na,54997,HL60,haematopoietic and lymphoid tissue,-666,1
CEACAM8,na,1088,HL60,haematopoietic and lymphoid tissue,-666,1
PDDC1,na,347862,HL60,haematopoietic and lymphoid tissue,-666,1
TMEM86B,na,255043,HL60,haematopoietic and lymphoid tissue,-666,1
ARID3A,na,1820,HL60,haematopoietic and lymphoid tissue,-666,1
SLC22A9,na,114571,HL60,haematopoietic and lymphoid tissue,-666,1
S100A12,na,6283,HL60,haematopoietic and lymphoid tissue,-666,1
PPP1R37,na,284352,HL60,haematopoietic and lymphoid tissue,-666,1
UGGT1,na,56886,HL60,haematopoietic and lymphoid tissue,-666,1
HPS1,na,3257,HL60,haematopoietic and lymphoid tissue,-666,1
SLC9A8,na,23315,HL60,haematopoietic and lymphoid tissue,-666,1
ANXA11,na,311,HL60,haematopoietic and lymphoid tissue,-666,1
BLOC1S3,na,388552,HL60,haematopoietic and lymphoid tissue,-666,1
NADSYN1,na,55191,HL60,haematopoietic and lymphoid tissue,-666,1
CTDSP1,na,58190,HL60,haematopoietic and lymphoid tissue,-666,1
REST,na,5978,HL60,haematopoietic and lymphoid tissue,-666,1
PMM2,na,5373,HL60,haematopoietic and lymphoid tissue,-666,1
SLC8B1,na,80024,HL60,haematopoietic and lymphoid tissue,-666,1
M6PR,na,4074,HL60,haematopoietic and lymphoid tissue,-666,1
VPS18,na,57617,HL60,haematopoietic and lymphoid tissue,-666,1
ZDHHC3,na,51304,HL60,haematopoietic and lymphoid tissue,-666,1
ADPGK,na,83440,HL60,haematopoietic and lymphoid tissue,-666,1
HEMK1,na,51409,HL60,haematopoietic and lymphoid tissue,-666,1
ETV6,na,2120,HL60,haematopoietic and lymphoid tissue,-666,1
TRIM21,na,6737,HL60,haematopoietic and lymphoid tissue,-666,1
TCIRG1,na,10312,HL60,haematopoietic and lymphoid tissue,-666,1
ATXN7L1,na,222255,HL60,haematopoietic and lymphoid tissue,-666,1
CLCN7,na,1186,HL60,haematopoietic and lymphoid tissue,-666,1
RPGR,na,6103,HL60,haematopoietic and lymphoid tissue,-666,1
TRIM14,na,9830,HL60,haematopoietic and lymphoid tissue,-666,1
TALDO1,na,6888,HL60,haematopoietic and lymphoid tissue,-666,1
SCAF4,na,57466,HL60,haematopoietic and lymphoid tissue,-666,1
RRP1,na,8568,HL60,haematopoietic and lymphoid tissue,-666,1
LDB1,na,8861,HL60,haematopoietic and lymphoid tissue,-666,1
PSTPIP2,na,9050,HL60,haematopoietic and lymphoid tissue,-666,1
MAN2A2,na,4122,HL60,haematopoietic and lymphoid tissue,-666,1
FERMT3,na,83706,HL60,haematopoietic and lymphoid tissue,-666,1
ZBTB16,na,7704,HL60,haematopoietic and lymphoid tissue,-666,1
SIGLEC5,na,8778,HL60,haematopoietic and lymphoid tissue,-666,1
TRPC2,na,7221,HL60,haematopoietic and lymphoid tissue,-666,1
CFP,na,5199,HL60,haematopoietic and lymphoid tissue,-666,1
USP20,na,10868,HL60,haematopoietic and lymphoid tissue,-666,1
PIK3CB,na,5291,HL60,haematopoietic and lymphoid tissue,-666,1
MATK,na,4145,HL60,haematopoietic and lymphoid tissue,-666,1
SYCP2L,na,221711,HL60,haematopoietic and lymphoid tissue,-666,1
COL23A1,na,91522,HL60,haematopoietic and lymphoid tissue,-666,1
SLC39A3,na,29985,HL60,haematopoietic and lymphoid tissue,-666,1
ZBTB48,na,3104,HL60,haematopoietic and lymphoid tissue,-666,1
ADAT2,na,134637,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF766,na,90321,HL60,haematopoietic and lymphoid tissue,-666,1
PXK,na,54899,HL60,haematopoietic and lymphoid tissue,-666,1
RASSF2,na,9770,HL60,haematopoietic and lymphoid tissue,-666,1
SIRPB1,na,10326,HL60,haematopoietic and lymphoid tissue,-666,1
SLC26A8,na,116369,HL60,haematopoietic and lymphoid tissue,-666,1
TLR8,na,51311,HL60,haematopoietic and lymphoid tissue,-666,1
PTPN6,na,5777,HL60,haematopoietic and lymphoid tissue,-666,1
TRIM35,na,23087,HL60,haematopoietic and lymphoid tissue,-666,1
RILPL2,na,196383,HL60,haematopoietic and lymphoid tissue,-666,1
SERPINB10,na,5273,HL60,haematopoietic and lymphoid tissue,-666,1
FUT7,na,2529,HL60,haematopoietic and lymphoid tissue,-666,1
CST7,na,8530,HL60,haematopoietic and lymphoid tissue,-666,1
RPS6KA1,na,6195,HL60,haematopoietic and lymphoid tissue,-666,1
DENND3,na,22898,HL60,haematopoietic and lymphoid tissue,-666,1
TRPM2,na,7226,HL60,haematopoietic and lymphoid tissue,-666,1
CSF3R,na,1441,HL60,haematopoietic and lymphoid tissue,-666,1
RNASE3,na,6037,HL60,haematopoietic and lymphoid tissue,-666,1
PPP1R27,na,116729,HL60,haematopoietic and lymphoid tissue,-666,1
CFD,na,1675,HL60,haematopoietic and lymphoid tissue,-666,1
RNASE2,na,6036,HL60,haematopoietic and lymphoid tissue,-666,1
TNFSF13B,na,10673,HL60,haematopoietic and lymphoid tissue,-666,1
AZU1,na,566,HL60,haematopoietic and lymphoid tissue,-666,1
CEBPA,na,1050,HL60,haematopoietic and lymphoid tissue,-666,1
PRTN3,na,5657,HL60,haematopoietic and lymphoid tissue,-666,1
CXCR2,na,3579,HL60,haematopoietic and lymphoid tissue,-666,1
PRAM1,na,84106,HL60,haematopoietic and lymphoid tissue,-666,1
VAMP8,na,8673,HL60,haematopoietic and lymphoid tissue,-666,1
ATP8B4,na,79895,HL60,haematopoietic and lymphoid tissue,-666,1
ELANE,na,1991,HL60,haematopoietic and lymphoid tissue,-666,1
CEBPE,na,1053,HL60,haematopoietic and lymphoid tissue,-666,1
CTSG,na,1511,HL60,haematopoietic and lymphoid tissue,-666,1
GFI1,na,2672,HL60,haematopoietic and lymphoid tissue,-666,1
MPO,na,4353,HL60,haematopoietic and lymphoid tissue,-666,1
CD300LF,na,146722,HL60,haematopoietic and lymphoid tissue,-666,1
AIF1,na,199,HL60,haematopoietic and lymphoid tissue,-666,1
LST1,na,7940,HL60,haematopoietic and lymphoid tissue,-666,1
MYO1F,na,4542,HL60,haematopoietic and lymphoid tissue,-666,1
ZEB2,na,9839,HL60,haematopoietic and lymphoid tissue,-666,1
IRAK3,na,11213,HL60,haematopoietic and lymphoid tissue,-666,1
FUT4,na,2526,HL60,haematopoietic and lymphoid tissue,-666,1
PIWIL4,na,143689,HL60,haematopoietic and lymphoid tissue,-666,1
CLEC5A,na,23601,HL60,haematopoietic and lymphoid tissue,-666,1
MNDA,na,4332,HL60,haematopoietic and lymphoid tissue,-666,1
CD244,na,51744,HL60,haematopoietic and lymphoid tissue,-666,1
PARVG,na,64098,HL60,haematopoietic and lymphoid tissue,-666,1
IL17RA,na,23765,HL60,haematopoietic and lymphoid tissue,-666,1
SPI1,na,6688,HL60,haematopoietic and lymphoid tissue,-666,1
ATG16L2,na,89849,HL60,haematopoietic and lymphoid tissue,-666,1
MAN2B1,na,4125,HL60,haematopoietic and lymphoid tissue,-666,1
BPI,na,671,HL60,haematopoietic and lymphoid tissue,-666,1
PARP8,na,79668,HL60,haematopoietic and lymphoid tissue,-666,1
FRY,na,10129,HL60,haematopoietic and lymphoid tissue,-666,1
KIAA0930,na,23313,HL60,haematopoietic and lymphoid tissue,-666,1
LYST,na,1130,HL60,haematopoietic and lymphoid tissue,-666,1
MFSD1,na,64747,HL60,haematopoietic and lymphoid tissue,-666,1
SYNGR1,na,9145,HL60,haematopoietic and lymphoid tissue,-666,1
SLC22A16,na,85413,HL60,haematopoietic and lymphoid tissue,-666,1
B3GNTL1,na,146712,HL60,haematopoietic and lymphoid tissue,-666,1
CARD9,na,64170,HL60,haematopoietic and lymphoid tissue,-666,1
CCL23,na,6368,HL60,haematopoietic and lymphoid tissue,-666,1
TYROBP,na,7305,HL60,haematopoietic and lymphoid tissue,-666,1
PLCB2,na,5330,HL60,haematopoietic and lymphoid tissue,-666,1
LTC4S,na,4056,HL60,haematopoietic and lymphoid tissue,-666,1
MS4A3,na,932,HL60,haematopoietic and lymphoid tissue,-666,1
NXF3,na,56000,HL60,haematopoietic and lymphoid tissue,-666,1
SPN,na,6693,HL60,haematopoietic and lymphoid tissue,-666,1
PRG2,na,5553,HL60,haematopoietic and lymphoid tissue,-666,1
PTPN7,na,5778,HL60,haematopoietic and lymphoid tissue,-666,1
CD4,na,920,HL60,haematopoietic and lymphoid tissue,-666,1
LGALS9,na,3965,HL60,haematopoietic and lymphoid tissue,-666,1
MLC1,na,23209,HL60,haematopoietic and lymphoid tissue,-666,1
FES,na,2242,HL60,haematopoietic and lymphoid tissue,-666,1
ARHGAP4,na,393,HL60,haematopoietic and lymphoid tissue,-666,1
FAM78A,na,286336,HL60,haematopoietic and lymphoid tissue,-666,1
LPPR3,na,79948,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF516,na,9658,HL60,haematopoietic and lymphoid tissue,-666,1
CLTCL1,na,8218,HL60,haematopoietic and lymphoid tissue,-666,1
P2RY2,na,5029,HL60,haematopoietic and lymphoid tissue,-666,1
SIGLEC7,na,27036,HL60,haematopoietic and lymphoid tissue,-666,1
CYBB,na,1536,HL60,haematopoietic and lymphoid tissue,-666,1
MFSD10,na,10227,HL60,haematopoietic and lymphoid tissue,-666,1
NCF4,na,4689,HL60,haematopoietic and lymphoid tissue,-666,1
ARHGAP9,na,64333,HL60,haematopoietic and lymphoid tissue,-666,1
RIN3,na,79890,HL60,haematopoietic and lymphoid tissue,-666,1
AKAP8,na,10270,HL60,haematopoietic and lymphoid tissue,-666,1
ANKRD13D,na,338692,HL60,haematopoietic and lymphoid tissue,-666,1
ABCB10,na,23456,HL60,haematopoietic and lymphoid tissue,-666,1
RREB1,na,6239,HL60,haematopoietic and lymphoid tissue,-666,1
LGALS12,na,85329,HL60,haematopoietic and lymphoid tissue,-666,1
RASGRP2,na,10235,HL60,haematopoietic and lymphoid tissue,-666,1
NAT6,na,24142,HL60,haematopoietic and lymphoid tissue,-666,1
VSIG4,na,11326,HL60,haematopoietic and lymphoid tissue,-666,1
HK3,na,3101,HL60,haematopoietic and lymphoid tissue,-666,1
NFAM1,na,150372,HL60,haematopoietic and lymphoid tissue,-666,1
PLB1,na,151056,HL60,haematopoietic and lymphoid tissue,-666,1
C20orf197,na,284756,HL60,haematopoietic and lymphoid tissue,-666,1
PSTPIP1,na,9051,HL60,haematopoietic and lymphoid tissue,-666,1
KBTBD11,na,9920,HL60,haematopoietic and lymphoid tissue,-666,1
FCN1,na,2219,HL60,haematopoietic and lymphoid tissue,-666,1
FCAR,na,2204,HL60,haematopoietic and lymphoid tissue,-666,1
RHOG,na,391,HL60,haematopoietic and lymphoid tissue,-666,1
ADORA3,na,140,HL60,haematopoietic and lymphoid tissue,-666,1
LPO,na,4025,HL60,haematopoietic and lymphoid tissue,-666,1
MAPKAPK3,na,7867,HL60,haematopoietic and lymphoid tissue,-666,1
FAH,na,2184,HL60,haematopoietic and lymphoid tissue,-666,1
ICAM3,na,3385,HL60,haematopoietic and lymphoid tissue,-666,1
MANBA,na,4126,HL60,haematopoietic and lymphoid tissue,-666,1
CORO7,na,79585,HL60,haematopoietic and lymphoid tissue,-666,1
IGSF10,na,285313,HL60,haematopoietic and lymphoid tissue,-666,1
PADI4,na,23569,HL60,haematopoietic and lymphoid tissue,-666,1
RPA4,na,29935,HL60,haematopoietic and lymphoid tissue,-666,1
HP,na,3240,HL60,haematopoietic and lymphoid tissue,-666,1
UPK3A,na,7380,HL60,haematopoietic and lymphoid tissue,-666,1
USP4,na,7375,HL60,haematopoietic and lymphoid tissue,-666,1
RNF24,na,11237,HL60,haematopoietic and lymphoid tissue,-666,1
FAM46A,na,55603,HL60,haematopoietic and lymphoid tissue,-666,1
TBC1D2B,na,23102,HL60,haematopoietic and lymphoid tissue,-666,1
CAMK1,na,8536,HL60,haematopoietic and lymphoid tissue,-666,1
CHI3L1,na,1116,HL60,haematopoietic and lymphoid tissue,-666,1
FBXO24,na,26261,HL60,haematopoietic and lymphoid tissue,-666,1
PCP2,na,126006,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF324B,na,388569,HL60,haematopoietic and lymphoid tissue,-666,1
CTDP1,na,9150,HL60,haematopoietic and lymphoid tissue,-666,1
NLE1,na,54475,HL60,haematopoietic and lymphoid tissue,-666,1
SLC29A1,na,2030,HL60,haematopoietic and lymphoid tissue,-666,1
RBFA,na,79863,HL60,haematopoietic and lymphoid tissue,-666,1
PQLC1,na,80148,HL60,haematopoietic and lymphoid tissue,-666,1
JRK,na,8629,HL60,haematopoietic and lymphoid tissue,-666,1
C17orf70,na,80233,HL60,haematopoietic and lymphoid tissue,-666,1
CABIN1,na,23523,HL60,haematopoietic and lymphoid tissue,-666,1
DFFB,na,1677,HL60,haematopoietic and lymphoid tissue,-666,1
STK11IP,na,114790,HL60,haematopoietic and lymphoid tissue,-666,1
ASIC1,na,41,HL60,haematopoietic and lymphoid tissue,-666,1
NTNG2,na,84628,HL60,haematopoietic and lymphoid tissue,-666,1
AMPD3,na,272,HL60,haematopoietic and lymphoid tissue,-666,1
GNL3L,na,54552,HL60,haematopoietic and lymphoid tissue,-666,1
MGA,na,23269,HL60,haematopoietic and lymphoid tissue,-666,1
LRRC37B,na,114659,HL60,haematopoietic and lymphoid tissue,-666,1
VPRBP,na,9730,HL60,haematopoietic and lymphoid tissue,-666,1
ZSCAN25,na,221785,HL60,haematopoietic and lymphoid tissue,-666,1
PTPRCAP,na,5790,HL60,haematopoietic and lymphoid tissue,-666,1
GNA15,na,2769,HL60,haematopoietic and lymphoid tissue,-666,1
RETN,na,56729,HL60,haematopoietic and lymphoid tissue,-666,1
RGL4,na,266747,HL60,haematopoietic and lymphoid tissue,-666,1
NUCB2,na,4925,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF445,na,353274,HL60,haematopoietic and lymphoid tissue,-666,1
MSL2,na,55167,HL60,haematopoietic and lymphoid tissue,-666,1
RAD54L2,na,23132,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF671,na,79891,HL60,haematopoietic and lymphoid tissue,-666,1
SUGP2,na,10147,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF182,na,7569,HL60,haematopoietic and lymphoid tissue,-666,1
BRF1,na,2972,HL60,haematopoietic and lymphoid tissue,-666,1
SPEN,na,23013,HL60,haematopoietic and lymphoid tissue,-666,1
SCMH1,na,22955,HL60,haematopoietic and lymphoid tissue,-666,1
FPGS,na,2356,HL60,haematopoietic and lymphoid tissue,-666,1
ADRBK1,na,156,HL60,haematopoietic and lymphoid tissue,-666,1
LAT2,na,7462,HL60,haematopoietic and lymphoid tissue,-666,1
S1PR4,na,8698,HL60,haematopoietic and lymphoid tissue,-666,1
FBRSL1,na,57666,HL60,haematopoietic and lymphoid tissue,-666,1
CRAMP1L,na,57585,HL60,haematopoietic and lymphoid tissue,-666,1
SIN3A,na,25942,HL60,haematopoietic and lymphoid tissue,-666,1
MYCBP2,na,23077,HL60,haematopoietic and lymphoid tissue,-666,1
GANC,na,2595,HL60,haematopoietic and lymphoid tissue,-666,1
ARRDC2,na,27106,HL60,haematopoietic and lymphoid tissue,-666,1
MSRA,na,4482,HL60,haematopoietic and lymphoid tissue,-666,1
NBEAL2,na,23218,HL60,haematopoietic and lymphoid tissue,-666,1
SELO,na,83642,HL60,haematopoietic and lymphoid tissue,-666,1
ZBED4,na,9889,HL60,haematopoietic and lymphoid tissue,-666,1
SPPL2B,na,56928,HL60,haematopoietic and lymphoid tissue,-666,1
LRP5L,na,91355,HL60,haematopoietic and lymphoid tissue,-666,1
ORAI1,na,84876,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF169,na,169841,HL60,haematopoietic and lymphoid tissue,-666,1
UBXN1,na,51035,HL60,haematopoietic and lymphoid tissue,-666,1
CPSF7,na,79869,HL60,haematopoietic and lymphoid tissue,-666,1
APPL1,na,26060,HL60,haematopoietic and lymphoid tissue,-666,1
GNB4,na,59345,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF518A,na,9849,HL60,haematopoietic and lymphoid tissue,-666,1
RNPC3,na,55599,HL60,haematopoietic and lymphoid tissue,-666,1
NKTR,na,4820,HL60,haematopoietic and lymphoid tissue,-666,1
EBLN2,na,55096,HL60,haematopoietic and lymphoid tissue,-666,1
METTL14,na,57721,HL60,haematopoietic and lymphoid tissue,-666,1
REV1,na,51455,HL60,haematopoietic and lymphoid tissue,-666,1
LENG8,na,114823,HL60,haematopoietic and lymphoid tissue,-666,1
FAM193B,na,54540,HL60,haematopoietic and lymphoid tissue,-666,1
TUBGCP6,na,85378,HL60,haematopoietic and lymphoid tissue,-666,1
CATSPER2,na,117155,HL60,haematopoietic and lymphoid tissue,-666,1
TRPM7,na,54822,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF33A,na,7581,HL60,haematopoietic and lymphoid tissue,-666,1
SETD2,na,29072,HL60,haematopoietic and lymphoid tissue,-666,1
INO80D,na,54891,HL60,haematopoietic and lymphoid tissue,-666,1
FAM126B,na,285172,HL60,haematopoietic and lymphoid tissue,-666,1
BDP1,na,55814,HL60,haematopoietic and lymphoid tissue,-666,1
CLASRP,na,11129,HL60,haematopoietic and lymphoid tissue,-666,1
CCDC18,na,343099,HL60,haematopoietic and lymphoid tissue,-666,1
CWC22,na,57703,HL60,haematopoietic and lymphoid tissue,-666,1
EIF5B,na,9669,HL60,haematopoietic and lymphoid tissue,-666,1
BOD1L1,na,259282,HL60,haematopoietic and lymphoid tissue,-666,1
SLX4,na,84464,HL60,haematopoietic and lymphoid tissue,-666,1
FBXO41,na,150726,HL60,haematopoietic and lymphoid tissue,-666,1
TAF4B,na,6875,HL60,haematopoietic and lymphoid tissue,-666,1
PARN,na,5073,HL60,haematopoietic and lymphoid tissue,-666,1
ORAI2,na,80228,HL60,haematopoietic and lymphoid tissue,-666,1
SLC25A19,na,60386,HL60,haematopoietic and lymphoid tissue,-666,1
FAM53B,na,9679,HL60,haematopoietic and lymphoid tissue,-666,1
PALD1,na,27143,HL60,haematopoietic and lymphoid tissue,-666,1
ZNF407,na,55628,HL60,haematopoietic and lymphoid tissue,-666,1
DCLK3,na,85443,HL60,haematopoietic and lymphoid tissue,-666,1
GIT2,na,9815,HL60,haematopoietic and lymphoid tissue,-666,1
DEPDC5,na,9681,HL60,haematopoietic and lymphoid tissue,-666,1
PPP6R1,na,22870,HL60,haematopoietic and lymphoid tissue,-666,1
DOT1L,na,84444,HL60,haematopoietic and lymphoid tissue,-666,1
TBC1D22A,na,25771,HL60,haematopoietic and lymphoid tissue,-666,1
PRKCD,na,5580,HL60,haematopoietic and lymphoid tissue,-666,1
ARHGEF18,na,23370,HL60,haematopoietic and lymphoid tissue,-666,1
ARHGEF1,na,9138,HL60,haematopoietic and lymphoid tissue,-666,1
STK10,na,6793,HL60,haematopoietic and lymphoid tissue,-666,1
RASAL3,na,64926,HL60,haematopoietic and lymphoid tissue,-666,1
LRCH4,na,4034,HL60,haematopoietic and lymphoid tissue,-666,1
WAS,na,7454,HL60,haematopoietic and lymphoid tissue,-666,1
MYO1G,na,64005,HL60,haematopoietic and lymphoid tissue,-666,1
CCDC88B,na,283234,HL60,haematopoietic and lymphoid tissue,-666,1
TNFRSF1B,na,7133,HL60,haematopoietic and lymphoid tissue,-666,1
IL18RAP,na,8807,HL60,haematopoietic and lymphoid tissue,-666,1
RUNX3,na,864,HL60,haematopoietic and lymphoid tissue,-666,1
GPR183,na,1880,HL60,haematopoietic and lymphoid tissue,-666,1
FGR,na,2268,HL60,haematopoietic and lymphoid tissue,-666,1
MAP4K2,na,5871,HL60,haematopoietic and lymphoid tissue,-666,1
RAPGEF1,na,2889,HL60,haematopoietic and lymphoid tissue,-666,1
THEMIS2,na,9473,HL60,haematopoietic and lymphoid tissue,-666,1
RGS19,na,10287,HL60,haematopoietic and lymphoid tissue,-666,1
KLRB1,na,3820,HL60,haematopoietic and lymphoid tissue,-666,1
HIST1H1B,na,3009,HL60,haematopoietic and lymphoid tissue,-666,1
IL22,na,50616,HL60,haematopoietic and lymphoid tissue,-666,1
SLC16A7,na,9194,HL60,haematopoietic and lymphoid tissue,-666,1
KIR3DL2,na,3812,HL60,haematopoietic and lymphoid tissue,-666,1
VPS39,na,23339,HL60,haematopoietic and lymphoid tissue,-666,1
OSBPL5,na,114879,HL60,haematopoietic and lymphoid tissue,-666,1
CCDC159,na,126075,HL60,haematopoietic and lymphoid tissue,-666,1
GRK6,na,2870,HL60,haematopoietic and lymphoid tissue,-666,1
ZBTB40,na,9923,HL60,haematopoietic and lymphoid tissue,-666,1
MACROD1,na,28992,HL60,haematopoietic and lymphoid tissue,-666,1
SPP2,na,6694,HL60,haematopoietic and lymphoid tissue,-666,1
AFF1,na,4299,HL60,haematopoietic and lymphoid tissue,-666,1
CHMP4A,na,29082,HL60,haematopoietic and lymphoid tissue,-666,1
SMG7,na,9887,HL60,haematopoietic and lymphoid tissue,-666,1
LTF,na,4057,HL60,haematopoietic and lymphoid tissue,-666,1
KRTAP9-3,na,83900,HL60,haematopoietic and lymphoid tissue,-666,1
HIST1H1E,na,3008,HL60,haematopoietic and lymphoid tissue,-666,1
TRIM52,na,84851,HL60,haematopoietic and lymphoid tissue,-666,1
SLC43A1,na,8501,HL60,haematopoietic and lymphoid tissue,-666,1
KIAA2018,na,205717,HL60,haematopoietic and lymphoid tissue,-666,1
TRIM11,na,81559,HL60,haematopoietic and lymphoid tissue,-666,1
MRPL55,na,128308,HL60,haematopoietic and lymphoid tissue,-666,1
TAF5L,na,27097,HL60,haematopoietic and lymphoid tissue,-666,1
TAF1,na,6872,HL60,haematopoietic and lymphoid tissue,-666,1
CHD1L,na,9557,HL60,haematopoietic and lymphoid tissue,-666,1
C7orf34,na,135927,HL60,haematopoietic and lymphoid tissue,-666,1
F11,na,2160,HL60,haematopoietic and lymphoid tissue,-666,1
GJD4,na,219770,HL60,haematopoietic and lymphoid tissue,-666,1
